,user_name,conscientiousness,openness,neuroticism,agreeableness,extraversion
577,anaprem.yoga,44.16072095,34.30056552,37.44878303,39.22251526,51.7689944
578,iamchrischung,40.37320644,39.07015852,33.45692658,50.45394292,54.15178356
579,kiaranicolebeautysupplies,37.97172723,59.84054501,29.89432284,60.3177774,42.82811631
580,angelicagracevidal,49.38960531,51.23948152,38.49478631,57.78523567,49.63720745
581,djveronikalive,44.1953253,59.75751583,32.26495966,67.75599045,67.4263303
582,machiblock,44.9320314,38.6768283,51.2494615,42.83215759,42.81641621
583,self_care_with_sam,58.01033007,58.33760139,29.42776685,62.83862962,61.52303601
584,dayz_91,56.34704831,41.38382883,25.29774072,63.99796648,61.02678638
585,nastayshiamaharaj,37.34452754,40.68553428,33.74288518,56.5777773,58.88437008
586,lilodorado_makeup_artist,45.91696193,46.69607065,27.37157195,56.31584316,58.63990358
587,local_eats,34.0284725,42.97981009,25.67148105,45.16783203,41.82122075
588,jacchalz,47.46348089,58.83596329,24.96032553,56.18453962,64.10313657
589,rudi_smit,46.75996585,47.83448926,27.06720967,59.91449732,60.7904744
590,quiana_welch,56.22033674,32.85489749,35.60765053,37.84137779,46.7743665
591,djkalidean,44.49264433,46.90033679,27.58768002,57.28798168,66.86146708
592,edwardsuhadi,42.94266376,50.81416022,28.45070552,60.65075175,54.40400651
593,elisalunell,44.08292606,37.11458637,21.61820475,57.46571429,55.91676488
594,graveyard_goods,46.3689263,50.84613696,53.59507958,40.55455621,37.55764636
595,lani_got_fire_beats,49.12331857,43.45312772,33.37472325,57.54660683,57.40206998
596,heartfullymadebyvee,37.48648428,34.50406936,32.5167246,45.69067575,50.77215315
597,balankash,40.76311465,44.1569996,28.1898731,47.02181962,45.80130943
598,socialinfluence_,44.05376935,47.96950667,28.08657296,40.30366181,40.38880431
599,greaser.l,51.83722295,40.41464847,17.61613069,47.01616234,56.08546794
600,beardthebestyoucanbe,29.65657774,46.80573752,41.68979428,37.79953547,44.1693759
601,biancamaxwell,56.76752328,43.7885257,30.17435168,64.53411998,68.27432256
602,cherokeeluker,69.88122273,45.05679784,26.14511756,53.10545839,55.09153695
603,copycatbeauty,41.21313482,56.92968225,41.26084726,52.10457922,47.5996864
604,tuumbalacasamami,29.27432784,32.38958934,25.89190968,47.76650274,38.92348751
605,weareministry,49.96470528,42.5572379,24.32395703,53.36630772,50.91471493
606,aanthonyzepedaa,44.33978082,50.71175207,41.63317866,46.13177193,57.02363389
607,yagurlris,48.33371092,39.54407203,29.07633459,67.26431642,57.8147125
608,poetic_j,29.47269804,47.06847746,42.34771961,42.61407143,37.4330257
609,jas_prettygirl,60.41083939,42.77647149,39.22895608,61.58238224,60.87565724
610,d__render,37.00980364,41.53481887,29.05067509,40.37952464,44.61454169
611,claudiarojasvida,62.11591226,43.84440723,26.34446537,67.69517055,78.10648104
612,heyhopeking,61.45440025,49.91781253,33.04448122,63.73499327,77.04564683
613,pj7icons.official,40.51604542,35.96233971,25.87830925,50.59120013,59.69582082
614,majentavaughn,56.39910036,52.895939,38.24570226,63.01576625,63.35264133
615,bfs_official,55.3821645,44.16422135,36.00249914,54.45471973,64.51643337
616,oriettadluque,40.622276,30.05689831,22.44805668,41.471864,58.61197394
617,abreanna.kaylin,43.38043273,42.25872045,45.22913449,55.08634895,61.482988
618,theryangeorge,52.93744117,41.33811182,49.18165709,58.67341,47.26402194
619,theterigamble,38.22341713,49.20981885,31.84078423,56.67488525,55.25188024
620,thatsblacksnow,34.02891901,44.65956788,38.19256587,45.9730247,56.12807471
621,michellelolah,45.74971129,41.18963449,31.24386634,55.21998421,63.69206564
622,fabrizio_pata,24.81197547,42.07753314,30.14922154,46.25320867,49.71725786
623,xforeigncandyx,27.87338855,66.77201807,49.85003849,45.96570419,40.02204511
624,emjefferies,48.04984013,53.44352377,45.95836414,47.00688828,38.95949898
625,coachbobbybluford,47.48052793,65.84376046,42.45259651,62.25824564,67.30974391
626,jaybedreamin,62.70629655,40.25136139,35.18174098,51.01560917,58.81205419
627,comedianrandiskye,35.86424555,38.30402545,40.30945556,51.4078611,47.61142704
628,callaction_co,43.51875972,49.04234751,43.36669448,51.06007232,52.47091989
629,julia4wellness,50.98671619,45.82503268,22.54133545,63.77188433,59.75020048
630,roland_schoeman,44.44265243,45.34106773,29.99487666,43.12759329,55.44478571
631,apashe,52.94446798,43.7530875,27.06898253,60.72068092,60.34237346
632,jake_jell,57.93530141,50.2844012,40.59400235,54.04934977,62.95510417
633,likes.ng,48.38720463,36.76004122,24.85776274,57.92749793,71.7749247
634,felix_hartmann,48.99327931,41.04870693,37.13163847,44.69747944,52.97135583
635,spook.mama,44.30745165,56.34608437,43.1151498,60.13588782,48.08008124
636,the_himalayan_husky,35.75210369,38.82239012,39.53339451,49.57809543,52.43979802
637,gadagetfit,46.35457202,37.27764169,23.13511083,56.30152909,47.82962737
638,diegocalvofficial,39.79709128,32.46885138,30.86581206,57.31932291,51.44255095
639,stephrothstein,53.10107472,34.23045842,28.67916043,46.17184353,59.62978793
640,lissammarriee,37.16874852,30.71975594,29.77564031,39.38359899,46.5643967
641,cathyleehair,47.40444042,48.5090259,22.23852643,71.40826367,65.34897328
642,jessmstempien,66.62669827,42.96737531,33.2337795,65.87993226,68.73362698
643,sophia_hair2,54.40301262,51.30151817,32.60439089,50.65638385,61.07464822
644,cclairekuoo,30.24452224,31.63010952,29.70425501,43.5739304,34.71118123
645,lacedtolove,40.18614983,44.01800524,48.21968196,37.30686623,33.66779429
646,sensifps,31.6857502,35.48365135,23.35326734,47.47752313,42.82016599
647,coryacrawford,29.25517528,43.19008394,45.76260644,35.8211494,37.51142554
648,thecrystallewis,46.65208231,54.98676347,44.13106424,40.35090769,45.69184647
649,theofficialzola,51.26557715,50.43776687,35.89124212,75.24120172,63.71233005
650,janna_bergmann,67.74110798,50.5933579,32.1186479,62.89245187,61.93131255
651,meetyulia,49.1661337,48.52886443,28.36659232,65.46480445,56.85299113
652,_jackkenworthy_,45.5397827,44.15412325,38.48339303,56.56766313,44.72784748
653,stacy.whitworth,31.82234125,53.45878889,27.92065411,58.15407897,46.53870936
654,shawn.mcdonald_hazz,40.89804469,56.77422095,51.48898322,49.89031344,58.06803221
655,s1ve,36.63358778,44.47151928,25.56804997,62.95489928,49.92378359
656,deidremadsen,29.56771662,49.30460597,48.71469735,39.52846781,53.25450713
657,sweetjuliana,58.21815201,59.19840512,35.87620785,58.75751808,58.64434767
658,hueylewisandthenews,44.50851339,52.81442759,27.03357776,62.33135489,69.50130665
659,atzuluaga,41.17781462,42.08193871,26.16924503,57.13731179,48.56759272
660,cdlr__,30.63340399,34.07416906,26.50412656,46.6210559,38.78490911
661,envyaswim,61.39879972,51.91787683,32.74111513,76.05976777,68.5877101
662,jcglamstudio,69.75149092,48.34183675,32.77297612,61.96789959,57.36074081
663,kickitcustom,33.20876906,35.34266993,35.35714298,42.07057047,43.75486063
664,alexia_inguanzo,49.77279176,48.62943194,24.86591138,59.16510042,61.36645727
665,kickin_it_withced,35.67414538,42.2681685,25.84999539,51.61104542,39.17519532
666,ryanmontgomerymusic,62.54027231,49.75083606,25.45782118,62.38317313,66.34407948
667,jasmineleventhal,52.62846927,47.03963711,32.59255944,56.41955925,51.84813384
668,mitrerd,42.06658348,43.64458985,17.92037914,59.27183151,61.53397075
669,elen_efremova_,30.40682972,34.98929037,25.91493677,44.32636399,38.23598832
670,jordan.nahs,50.27660709,37.55771669,24.80893606,59.7039953,45.95654429
671,arianatherealtor_,59.63514249,38.01144738,25.59157056,63.97935955,58.89697508
672,designbysvr,52.80984546,43.27274941,25.31060357,45.18805722,43.93859445
673,chelsea.ceasor,27.48731886,36.55535219,27.06526853,44.62703973,39.65556596
674,sammy.bfit,48.00681461,42.69819677,28.63966826,44.52258211,52.74647205
675,wildflowerdesign.co_,29.23699378,34.91755454,31.56205913,47.9729775,49.76261124
676,babamanofficial,29.79220807,36.727313,25.23595672,43.65391414,40.42755493
677,theryanwright86,39.52584939,53.4226639,33.47185072,62.39569789,57.12708466
678,neesha_desiree,47.29443414,37.25389222,47.29722548,51.07878016,41.49658018
679,lindsayrachelstudio,48.20662816,50.75689178,27.12313139,57.0943469,49.16924827
680,mv_travels,51.18576442,41.75928762,19.81263931,64.03673223,68.70825996
681,brookellenxx,40.11664414,30.87898894,23.00609613,60.92956168,47.24361682
682,samarah_summers,58.18367231,43.30645164,26.02838643,74.1070631,58.02186656
683,marcellacorrea,31.52917925,38.54871332,30.55345697,47.52979267,41.99470031
684,diana_perkovic,52.56423418,42.75485165,27.43282636,70.66271813,73.9055614
685,ashnicolemoss,42.34281807,48.8339947,37.80659075,57.2053037,60.2272317
686,josephstamper,68.80310302,56.48688878,41.16886797,73.1113933,64.84323395
687,genn_taft,28.33733187,37.72856934,23.33894802,44.34816315,43.1705655
688,curvyred,37.29521164,38.84145559,23.69474593,63.17945428,55.00769055
689,julia.harley,53.16814053,51.41571319,27.36351411,59.10788925,63.90088321
690,delomio_d1,35.13607916,35.38950935,26.07888418,47.63787412,51.24767345
691,diana.bltrn,52.69057134,42.62750958,41.17434865,56.9015324,59.1051761
692,natalie.ruvimbo,54.44431357,59.55648286,41.27282135,72.31775601,60.488963
693,hellolovelyliving,49.12817011,39.86589451,22.92453583,50.92777648,58.97859078
694,sorrentinomariana,41.74554112,35.83299479,23.64345599,56.17089171,48.52671903
695,cindyxylex,58.34543602,47.13554135,44.45639104,65.51992391,58.50848535
696,aimotorsports,52.15969334,43.29031508,30.86968957,63.98840634,55.00657534
697,maricruzxmejia,39.71328667,42.20245991,40.01521866,40.35566408,39.21127934
698,mekathamodel,48.1688001,52.06498372,39.40767999,62.51890497,52.69497763
699,alliehardingg,43.20893376,47.90742835,49.7875477,52.91447074,47.56165611
700,alibegun,25.18880332,38.13679747,24.16761606,42.29651654,41.80484813
701,grahamdbaba,49.62026334,57.57189413,28.74654091,64.36437969,68.35696882
702,zooerooe,35.54403917,34.02695056,30.75982279,57.58498042,47.57913528
703,sliim.gem,29.13532319,39.99593281,35.21797589,34.49795226,41.96123867
704,yongbaeseok,47.87212885,37.14847156,21.31342784,49.29781665,62.56169023
705,bmnicks,35.78309324,52.83940339,16.07322523,59.02994778,49.79803193
706,thesportsreverends,53.79062361,47.28230833,25.72791997,52.81837102,71.21680356
707,janineffl,56.23453249,38.92648611,37.26347984,54.75531918,56.63969961
708,devilish._.god,66.03292037,45.95938413,32.17676523,66.1703964,66.0732696
709,sneakers.ro,48.23026286,38.24403145,41.2920665,48.15170026,49.30130845
710,andrea_franchin91,40.40738841,31.02198401,31.17315235,47.48564314,37.07596451
711,astrologybod.eaz,52.61819152,38.9829677,33.47918487,64.86622649,53.55718699
712,intuitive_development_group,49.90948348,49.58713664,37.05053267,66.11880423,62.09321995
713,jazminjdn,45.98006922,55.28641017,27.3905132,64.48940525,60.22819225
714,lenore360,41.46374342,36.12009667,38.94663537,57.58670988,69.66737272
715,lexiewithlove,46.95296491,57.88914698,26.83544222,59.96534602,69.5257507
716,eleanaosuna,37.76021741,37.62275676,21.32533689,56.56521146,47.54421688
717,nikkimisery,41.38237948,46.36139754,34.15352175,61.69334624,48.46741718
718,jhonpaulelincreible,29.93663013,35.90310424,26.80227504,44.42970979,40.24066131
719,thetablaguyy,46.41101315,42.51074146,30.45898164,48.53852147,59.7486712
720,saekosnow,36.58160965,51.98958947,32.32850285,36.75535614,44.94099841
721,wearefreebird,46.31090535,56.29262896,26.63544864,64.01886073,66.68071348
722,itsmepaulina,52.16417348,44.17312683,29.17271296,56.12035561,57.83685305
723,allierockk,50.49655707,42.81389212,26.2946499,68.29402797,71.75967272
724,keliskennedy,55.07891659,38.90985249,38.77254455,62.33091502,57.61990834
725,cristyquinones,55.01888396,39.38862334,36.71022704,56.09463407,62.13596644
726,tishauntae,49.6804451,52.91800582,36.87394931,69.92856192,57.51893492
727,mickeyshiloh,31.49119689,43.89235132,41.2066602,40.23225375,44.79585418
728,jacqueline_does_hair,34.50275168,39.965584,23.14513003,55.26926041,50.22156025
729,kathyregueiro,56.52440319,46.2694616,28.44568502,64.99749838,80.23334594
730,ms_erica_alexandria,47.64511575,44.33554748,45.20562936,55.52158387,49.97479155
731,plantsandknives,48.22495366,46.10246745,26.5857211,62.56597737,49.71155816
732,shellystyles,40.44151476,39.92312978,38.6321909,54.68941435,46.83132646
733,taiyealiyu,33.17649132,56.05505905,36.51731913,38.68163869,56.66970193
734,youngcalifornia,45.84743476,56.52199507,40.21838165,48.57538885,62.5079261
735,colormeminebeverlyhills,60.67003406,51.05436703,29.78816668,70.96993824,66.18739117
736,dijontalton,43.90495171,36.68565646,60.09696719,32.18891289,48.56822577
737,dylanbenjam,52.29425854,34.25454483,28.88285633,50.6048713,55.46606722
738,claudiaransom,65.45130677,31.00736678,39.75025894,50.8211095,60.11140212
739,tylerchronicles,47.03325541,50.63110259,41.30776278,38.50192356,49.24415763
740,offofficial,44.40428928,41.93263909,20.44592973,59.10403902,53.91824341
741,cynthiakifuka,66.42891448,38.01778967,37.16124136,67.90990054,62.06150123
742,theevinskye,49.46934087,47.88162217,24.26493786,60.79740014,64.03148624
743,thtprvttygrl,39.44861941,53.48137457,40.97504928,44.9150023,38.05775812
744,recordcentury,52.18870349,43.35319766,27.52016878,54.6523521,55.05156
745,findsfromfern,50.18865327,67.88373675,32.82803941,61.59335375,46.40043257
746,mervetoy,35.66119812,38.04263555,25.74562657,48.3097628,48.80240626
747,kimsingtheatre,53.60662751,53.62686751,31.66500422,68.23938166,64.31799399
748,janareio,37.35216535,46.07678485,29.99588219,50.69654687,48.62448187
749,voodoo.hoodoo.recs,51.30110297,46.30428985,31.43514142,56.61056023,67.08312983
750,withlove_tere,59.42375375,42.26364072,28.73379981,63.12235909,54.6512962
751,sharonsewingescapades,66.92543497,41.9738343,24.25693046,62.13469052,59.56954141
752,katbanzon,49.09185694,44.07251431,20.57540822,57.25255023,60.27977781
753,strongmusclepro,40.27954776,41.62366855,50.65615275,26.18905893,44.68560832
754,cody_dura,72.28276075,55.05869469,39.45641219,63.76076046,64.27590466
755,famous.bigchris14,37.36632501,35.5153172,39.8800571,56.08032827,47.6929538
756,jorgevillamizar,26.4942676,31.76681847,33.38548995,47.55177761,36.14316687
757,last.of.a.dying.breed,63.61405768,40.9920996,24.62207778,63.65192788,55.5174136
758,allmylove22,29.37546239,35.06203507,29.99995982,46.93650093,38.49777935
759,glamstudio_ig,54.69855319,47.03268521,31.55201696,55.99146104,69.98331391
760,pandafitchick,49.52781238,50.6195835,24.03686791,53.18045084,46.88679166
761,susettevaldez,64.1013654,50.29224703,30.80088908,60.07996436,70.32435198
762,zkellimichelle,59.14328158,49.1400999,31.94665856,61.66901399,62.47207803
763,celebritysista,40.50343115,46.16929243,29.31520408,47.03669232,53.76647749
764,sundus_albader,32.16001053,34.37873327,25.91493677,43.94990896,38.23598832
765,_richkids_luxury,35.12854838,42.91454424,24.28006287,53.48739861,59.25159785
766,vicgracie,43.57724085,61.41559648,42.96491182,53.28382813,51.25646731
767,mayajfrench,50.41990375,49.86745366,41.0046255,46.16327667,57.61978215
768,drrachael,53.75493431,38.16144673,29.10462825,51.5990548,55.98416803
769,jmimmsphoto,61.5526908,41.65250405,21.14331862,65.98306497,61.72519787
770,ellesabros,34.88581937,34.36993141,37.12919377,50.44159193,39.39414519
771,francesca_deluisi,39.36915596,35.30876266,25.60942687,46.31401314,39.86002549
772,violentnewmax,42.74734296,48.80843044,54.15734162,43.20347888,46.64824188
773,newskin4sneakers,34.37273464,36.96143432,22.8703667,51.08042214,42.72228904
774,marianne_paloma,38.01612163,39.16038394,22.34383938,49.11143383,49.33903415
775,flomotionzz,26.4942676,24.78100987,33.86014957,53.72589245,36.14316687
776,moewavygotbeats,38.79415261,49.19160467,49.06672767,36.11525081,41.12928815
777,shestyledwhat,42.67451809,36.97822254,25.3064821,52.86944425,41.52013238
778,stevezaragoza,43.14091446,44.04540379,48.16944114,47.48004591,48.58464387
779,thechanelcartel,52.38320446,50.91190546,24.44849412,53.54454558,46.4698565
780,dannistylez,34.81805695,40.16875174,23.2308412,52.88027401,44.77572145
781,anjnanong,43.15693937,49.58323931,35.97688215,53.97831691,47.11984406
782,samy_415,29.07167013,35.30501581,27.39272606,45.21563852,46.0961288
783,soygianotti,28.9459116,36.61103336,22.09137025,44.39764835,42.67730336
784,samarialeah,60.26034331,44.69512462,27.09886937,66.90328517,67.24146026
785,krishgeniusreport,49.47388472,46.65982034,37.33687766,50.40227072,55.84193109
786,aurismade,58.43165899,46.06759812,33.80511794,57.52178095,54.64383932
787,molina.oliviaa,30.73105136,34.56944324,26.01729938,43.55353977,43.78133458
788,hybridtrapmusic,43.93276077,50.61775298,37.74606497,45.54988623,43.51768333
789,margiezank,45.34141191,45.2202035,26.15407054,55.95690994,48.88919545
790,my_full_house,51.24642671,51.83782038,52.74129147,56.25261342,69.41451421
791,organicallymixed,43.32139231,29.36899334,43.11047723,32.68588508,40.17987208
792,mvndimar,61.64006463,46.29691038,35.57086665,66.66933419,61.37170076
793,xolisamarie,60.34713264,45.40553662,44.75616935,49.45744999,59.7882153
794,wheresnik,50.17905292,63.09117217,29.1207842,60.60808997,64.11184192
795,chasing_gems,34.81992261,32.91742661,28.85448435,48.91767344,43.01517938
796,yummymandy,40.75121839,45.52966904,41.9536875,53.65960377,45.28548213
797,filmoremusic,56.1687301,48.81637814,35.67436069,64.88833627,56.81860207
798,nat_romo,71.98959157,53.73554887,32.62276068,67.70874637,72.58650819
799,amysangster53,42.83207933,40.80181445,28.26808719,43.78010978,54.36705225
800,xomaxiboutique,29.36799639,36.45922373,30.92479772,49.20967155,41.85723997
801,saliljamdar,47.26580891,53.96163045,34.44586524,63.09631301,60.06741931
802,lizziembobizzie,47.04591651,42.64965878,34.7737085,50.32782695,55.07965065
803,callme24kay,41.32639716,42.26153412,24.12775429,60.97831215,60.76415636
804,hiphopvideoworld_,52.14475555,42.91066671,45.81917536,37.280777,59.89841683
805,sarah_fitness_addicted,29.11495208,34.85095753,31.10949473,41.92194896,32.20394259
806,amberrun,39.44878732,39.28907545,35.70135699,57.44541555,61.37157007
807,jasmineykent,54.34488168,37.29111222,34.72272269,57.65727842,57.04165076
808,shelleytheartist,45.76009387,41.72123646,25.96806519,52.63079492,56.60528399
809,elchicocereal,31.99433457,37.32250559,31.98396783,44.0011237,50.5786499
810,roopy25,68.44779725,44.35203428,38.0222889,61.25359633,56.57596894
811,babyhyelin,50.52301981,50.07818803,38.31638387,60.44000993,44.19015606
812,makeupbyamama,42.13336972,54.07896897,42.90077457,55.14136884,60.97608988
813,mariafloreso_o,62.96543551,50.53885924,37.60020086,63.23209025,74.93498931
814,andyangorust,35.86464005,37.37585014,41.00290189,35.83716202,43.47945289
815,sarahmariesuga,57.86557617,50.98952008,44.0198231,72.90471453,62.39011649
816,sanjana_muralidharan,32.22828209,41.64590361,43.71539259,45.94936554,45.11901451
817,lavalarue,36.89213653,43.69558493,40.25540385,47.22874945,38.13636003
818,madame_eva,31.83233485,36.60900275,24.29277111,39.69025786,47.76768555
819,melianisitisumartini,28.76270576,46.95527642,39.77627691,39.8497735,39.68910817
820,daria_ilkorur_,44.7899086,41.11001441,19.10611033,60.15099438,62.0092438
821,sarahdarrellfit,53.561591,43.99856383,29.97537373,65.50806529,63.73356443
822,lawrencerothman,63.02776396,47.04894061,38.64668252,67.81935661,58.9765102
823,wailinswagger,27.1069148,34.91740825,25.93771913,44.87956771,39.92010406
824,weabouttoblast,62.56247581,37.90887641,23.85864692,50.10186615,54.60269192
825,walexi_25,30.7784978,40.23624031,24.33837879,52.45705467,45.91208589
826,nurulainyusoff,63.85768344,46.3873106,39.20285951,66.61607258,56.80092269
827,stokleyofficial,59.22982751,46.86534453,30.84508978,68.37666322,67.15291567
828,makayladid,48.89532836,52.04159398,28.90139134,56.73390151,48.88674364
829,martinell3,41.81444032,38.4850209,29.51840421,55.90933537,58.09070993
830,vainc_,36.610275,39.74025912,23.04910997,56.74299921,44.39649111
831,ushadean,58.093923,35.15135255,19.7390928,55.68406607,67.63409177
832,init2winit4life,54.21448679,49.81298771,25.96231526,60.37750572,68.45543721
833,rhondavincent,57.72087663,58.25397451,23.08813705,59.73648261,71.11278457
834,penningtoons,54.98227222,54.42403835,33.31668872,65.07990297,43.57730629
835,kira.0211,49.51456759,35.81672766,44.28258765,55.74807565,50.81168884
836,tiny_cinema,51.7517047,49.71825647,33.87695188,63.43463,60.28275468
837,nic.oleee_,60.556253,51.19962388,45.70791721,36.17063835,56.06778603
838,southerncutlady,26.4942676,31.73524794,33.38548995,47.586873,36.14316687
839,kristinnmariexo,53.26630703,42.29067784,29.64665288,55.51745243,56.49300889
840,lisaphotographykc,47.41214983,54.12283433,35.34633207,58.16389306,66.02401229
841,nicolemgordon,43.78296906,50.51610827,29.73093979,65.06755222,62.76532549
842,rivercityflame,49.00652597,50.36697477,36.89488719,67.77191444,66.70285434
843,milouvoorwinden,43.0809901,45.66178186,30.71247075,64.27728764,50.4487815
844,donna125,56.22945736,43.97143367,37.49170883,61.16647768,76.03528713
845,big5,63.42238315,36.35755591,27.51204458,61.97552988,61.71366571
846,ladyymelinda,50.81310546,55.65477826,35.5284193,65.65457056,77.4533816
847,laylamalloy8,35.31570809,28.16733838,39.22071545,47.4403389,53.29511183
848,andreasibaldi,38.94898528,34.52260287,35.80221546,39.73939804,41.18587059
849,bikershift,44.49539647,46.94306075,30.77326829,56.26577758,61.56626457
850,thedailyspree,54.01295757,57.53925938,25.28611775,71.32840267,59.23744447
851,kelissamusic,48.88181795,39.09896623,34.39305626,67.7513054,60.77408843
852,arzu.auzzy,45.10109635,54.30113449,36.11152023,48.64419355,49.15095518
853,amberrrjulie,54.64041466,42.41535489,36.94519241,59.90167809,60.54634724
854,eva_b3st,20.89517043,33.37122891,41.84046651,42.13040777,34.45004817
855,dj_sneakerhead,37.22210463,50.08346113,23.05575401,60.01624451,57.54509215
856,kiimmycrawford,51.98670614,45.20096537,29.42787065,47.17837072,53.93531863
857,layah_inspires,55.87739029,45.84742462,36.44340604,47.96522011,53.1552674
858,gracerader1123,65.6092874,47.64201998,32.76597624,65.21457502,66.46067578
859,shelbycordell_,50.4937469,34.37942989,33.41547024,59.11312795,59.4713376
860,mskayalove,38.12106397,40.57677244,36.6909178,39.48090688,55.96066995
861,annalisa.peretti,47.79643252,50.37335282,26.42846956,58.87646037,52.60284333
862,traceydukes1,43.10405632,43.09235543,22.92288858,58.03411858,61.66225846
863,mvrymvcy,51.6517956,49.61682448,37.80622993,64.2136461,55.97977993
864,mrsladykdiva,59.05977947,40.95563107,38.15477525,65.72900096,71.34863245
865,stacy.d.h,33.19318845,34.56807803,34.08082526,43.1083783,42.03481326
866,jeremyaffeldt,61.10167935,53.62329034,29.87221067,60.64552904,68.9457392
867,niamonetc,51.80244895,52.65802031,31.00433354,65.21961567,65.70099682
868,chimetunes,42.39315185,45.13478096,37.55655944,45.14429901,62.21360058
869,youneslamifit,43.41823746,40.53075422,32.82730396,43.71546305,47.19830632
870,avgoustidisermis,34.98552748,48.46694555,31.97635713,52.71909976,39.65111392
871,damnparis,38.13299357,43.04005167,29.26377845,47.39625491,59.21152606
872,mariamagania,30.1954848,34.05029229,26.31867736,46.07967429,37.9943534
873,josephmarkus,47.5804386,39.57123242,18.92390447,65.45246284,56.23732276
874,suelasdegoma,31.09002649,35.48249214,26.6929746,47.62651076,42.07784302
875,great_sodiq,33.63673114,40.47859292,43.23205997,43.9069618,49.42544008
876,audreyminakim,56.48180066,43.42706746,30.68014964,52.40030143,56.87142585
877,danielarsham,48.26214576,43.10277541,27.65057433,58.43304223,54.53999287
878,toyastours,53.83640123,39.46022313,33.37616444,48.56041632,57.761941
879,elevatemybrandla,44.00906817,54.52931476,29.25295731,51.22884001,64.69094347
880,caroline.frans,47.07308625,47.91937155,29.39149637,66.49495354,71.08963097
881,ilariamusic,50.3738157,38.55353409,36.18063585,41.92615814,32.15366259
882,melissa.mckinstry007,49.05536092,54.52214349,40.81283655,56.25679117,63.7407735
883,sociallymm,50.28040237,44.31336428,39.0795151,53.01772992,58.34464564
884,nicolekayfitness,39.98779352,47.77423933,56.01079202,44.52689398,44.85809348
885,tiffanyhudson,57.19124772,55.13635956,35.11976038,66.22074427,61.72863572
886,sajehtava,41.46987426,49.04482449,22.19563255,65.00148314,58.25856769
887,bluesugar_monica,44.2604307,42.01981056,25.11257862,49.7363426,54.2680448
888,techgenii,61.15649573,57.05340659,32.22654958,55.30609341,72.37026733
889,djdstyles,58.00252171,47.72642459,41.09600893,53.62931686,45.4267932
890,luke_the_hulk,41.75756612,45.95045382,22.9205636,60.80454189,54.48511948
891,trendwellness,48.18485331,42.90123957,23.74636441,55.67366459,63.60326439
892,misatron,34.05128544,37.46767853,26.4943937,47.80978235,43.74302742
893,fusionfertility,41.07598988,39.53569237,30.3810421,36.88615593,48.54210618
894,shibby.tere,35.28196149,35.9986975,39.94129317,42.39699349,47.1881862
895,a__meaux,54.88257704,40.50277239,26.96252831,57.55458839,70.39177155
896,ash.lasri,52.40216093,43.13891123,34.13831708,61.57758374,62.09416547
897,beyondcakes_1,49.9247563,60.20872853,33.50416071,56.45605332,59.20389099
898,cocostudiosbymoni,34.81766579,47.26817871,21.2459713,56.48984236,50.3159978
899,rooseveltvargass,55.53794233,36.83063123,30.61278291,57.52956389,73.72127976
900,itsmodernmillie,43.44732944,47.8965407,40.4630999,50.20177633,58.80731135
901,loremarylugt,26.84386107,35.2805927,25.74660552,41.63034073,39.409877
902,mimiknoop,40.11832418,32.10825995,35.35873809,41.51019533,53.02330413
903,willingtotakeactions,48.27282029,49.11958284,32.72041321,67.01996262,64.21306969
904,kandyvapes,43.26072151,43.57407227,25.91212413,60.02395916,41.47730936
905,tifftootuff,40.24709274,46.53898828,37.12016549,56.88330735,53.12126282
906,nicart.pr,34.93929411,37.85317369,32.91427325,48.59651906,34.74032499
907,yungtrav23,37.21176689,45.51013015,47.06244213,39.84239906,55.42652603
908,rosexleon,64.88029856,52.42463729,25.33358113,67.25572549,72.06044305
909,_iamashleynicole,32.21325531,55.68715885,41.00144827,50.1348133,49.62930939
910,rebecarubiooficial,43.02607858,36.59463929,25.52304087,46.49433426,44.34228855
911,royalcoinshouston,63.20460547,47.16313699,27.52123339,67.28368783,74.93160482
912,pretty___petals,60.00781784,55.98502362,27.4817503,68.57910047,66.14400242
913,brunaellenmma,58.42788462,40.96490332,21.09267357,55.81862831,59.89767311
914,fillupmycupalready,40.18520748,49.19862576,23.76651336,61.25247032,66.34513985
915,b.oneixy,63.70042985,43.87271361,26.86001826,61.03351149,60.66029999
916,dejakiara,33.57453036,37.65477028,28.4645926,49.69618759,39.11505372
917,kat_napolitano,58.15912731,48.61415124,35.20429878,69.34696983,59.69184217
918,ivanjatoba,50.44147857,46.2902243,29.04226199,48.53055776,56.54905396
919,sabiomusik,27.91351168,35.04900992,31.57222121,39.11252923,42.07763599
920,tiarastantrums,55.66073298,51.6988627,34.84275695,70.81259202,75.10594447
921,leeannabxo,60.93917485,47.07336942,24.2680647,62.35964572,70.79068827
922,odartey_gh,59.47580075,47.38791791,37.23384277,52.88484573,72.68016796
923,drelowry,44.99382369,54.05332961,44.93356622,47.24581347,55.99767224
924,rexbrownofficial,59.62375579,52.51307425,27.18912107,79.19488127,73.39027426
925,la.boney_cyc_ent,47.73402604,49.68377268,39.0030775,64.05032451,63.97050452
926,selfdefense_ghaffari,36.64726537,39.07042075,19.11091232,42.75041661,55.37321145
927,geecheegullahroot,50.47784914,41.37372058,34.00281332,58.2060337,53.76210654
928,glamourghoulbeautyschool,33.62882943,37.78962847,25.60235161,53.61083198,43.22757506
929,_maria_se_fue,40.21034112,45.47307156,34.72025055,55.01242263,54.32684264
